Gene	term	estimate	std.error	statistic	p.value	conf.low	conf.high
gene_4582	expression_level	1.892983145948492	0.7058326644133306	2.681914908998848	0.007320207662949238	0.6479823468612838	3.4680649398911245
gene_4585	expression_level	1.5938874859682928	0.6010535195665214	2.6518228977642475	0.00800585223353941	0.5443833129603565	2.9622703210114607
gene_5718	expression_level	-1.532960291529419	0.5890295281719119	-2.6025185804980815	0.009254180044764769	-2.785137287439284	-0.44168502301948154
gene_79	expression_level	-1.3234733700804568	0.5134210502426342	-2.5777543975943438	0.009944465108552016	-2.4151178210411577	-0.3769177064535819
gene_6660	expression_level	1.8640798945296215	0.7263487061370402	2.566370503285409	0.010276899060673516	0.5256024263134041	3.4088613984234586
gene_4803	expression_level	1.4984608044182306	0.5868450615342523	2.5534181040914667	0.010667136103472828	0.41654528546196323	2.750275395777674
gene_1621	expression_level	0.9981935616251901	0.39119208242321424	2.551671177601408	0.010720764596242523	0.28903889610022476	1.8486164825767215
gene_2065	expression_level	2.262642904307556	0.8873938561567541	2.549761741766973	0.010779656013198809	0.6385817251590483	4.168704662256542
gene_5055	expression_level	-1.5011464690159435	0.5924727322764608	-2.53369714290155	0.011286623252123219	-2.750387617510976	-0.3997924850304829
gene_119	expression_level	-1.1787908925573856	0.46692760761669017	-2.5245688482080024	0.011584031183992434	-2.194513833832493	-0.33557538985636937
gene_6256	expression_level	1.653519518489095	0.6572607411712625	2.515774052687923	0.011877129830853757	0.4476342666004584	3.064476214366974
gene_1235	expression_level	-1.0897437747858878	0.43614471903118696	-2.498582986873136	0.012469094391493647	-2.0519794366682738	-0.313652711203795
gene_5764	expression_level	3.026576442324501	1.2150473910147435	2.4909122596418762	0.012741558067795963	0.8655965636600689	5.720138009165166
gene_6825	expression_level	-2.4367073168447364	0.9794366974766442	-2.4878660592588657	0.012851212268041144	-4.600831452936368	-0.71202694298197855
gene_185	expression_level	4.066655432572808	1.6432334171222527	2.4747886637399477	0.013331503735054548	1.3854247290819852	8.113566878713204
gene_5691	expression_level	-2.011659932187179	0.8167024213000121	-2.4631492202325727	0.013772258444084022	-3.781237205279454	-0.5572979958917003
gene_2756	expression_level	2.0066965170336015	0.817964598829734	2.4532803985705396	0.014155994447931732	0.5138143851683628	3.7731709870857717
gene_941	expression_level	2.183504240339519	0.8905543527838694	2.4518483723243767	0.014212453674228546	0.5792496580858921	4.124242404114768
gene_3471	expression_level	1.7467559442599496	0.7124825415574568	2.4516473630941396	0.01422039456678002	0.4413244792002076	3.2749865869637294
gene_2028	expression_level	-1.4050353201101435	0.5734933102184601	-2.449959389369207	0.014287232765650052	-2.6317883968251925	-0.3479084101649138
gene_2158	expression_level	2.2469153569778193	0.9176733628144518	2.4484914219223475	0.01434558458779636	0.5880002358181123	4.244679156456229
gene_1384	expression_level	-1.4195416838806298	0.5841065149032436	-2.4302788064532628	0.015087212009055197	-2.6350710776756827	-0.3206478066258568
gene_3406	expression_level	1.241944008464346	0.5112254405922313	2.429347035283711	0.015126046184440878	0.309104059491837	2.3477347473204433
gene_3018	expression_level	2.895103817290608	1.1941671214242966	2.4243707311566114	0.015334941746576044	0.7413680246945641	5.5063730088951495
gene_4575	expression_level	1.8381698282287668	0.7647885782589607	2.4035006281256917	0.01623893911707222	0.5237315776873208	3.5633931706668123
gene_4172	expression_level	-0.8337178817198267	0.3473936414127031	-2.3999226880764093	0.016398534898890923	-1.6029087223038228	-0.21154426230876322
gene_3672	expression_level	2.3818528099328145	0.993714495052872	2.396918653990334	0.016533593793058843	0.6081711391677314	4.574436084455552
gene_1188	expression_level	-5.13213744196127	2.146906289234744	-2.3904804171916605	0.016826346449196623	-10.038179792274756	-1.4769860200025695
gene_6557	expression_level	-2.8028519208094296	1.1725972130171936	-2.390293861945527	0.016834896701030902	-5.4618955462376	-0.7993725197118748
gene_5907	expression_level	0.9792855141999788	0.4099711736810558	2.388669196927077	0.016909520173836394	0.2157806670649614	1.8452811630064683
gene_6651	expression_level	1.3963081531885608	0.5846848490141361	2.388138080784785	0.016933978078251557	0.323562553371198	2.649909816598303
gene_221	expression_level	-2.3709306364496374	0.9933583203292139	-2.3867828838076024	0.016996525644240684	-4.604273494322331	-0.7139214023578088
gene_6016	expression_level	2.089692864003628	0.8756675204920848	2.3863998779232065	0.017014239547382216	0.5929689345563927	4.042189031011276
gene_1930	expression_level	2.3744758432943986	0.9963749308720248	2.3831147991813317	0.017166839967786913	0.5953453573005631	4.548322590169294
gene_1675	expression_level	1.2222880800745797	0.514270198525197	2.376742972040393	0.017466253997364477	0.28223114312437003	2.33729064319741
gene_1284	expression_level	3.302035523921537	1.3903568695682311	2.374955377425487	0.017551071830730434	1.1369545674416965	6.9740728420467875
gene_3416	expression_level	1.928616055068372	0.8125307085596901	2.3735915882946497	0.017616023532974666	0.4328685816060198	3.663729713547374
gene_4720	expression_level	1.068717223166734	0.4503979035818964	2.372829035542808	0.017652432564260575	0.24076966720502202	2.038587423275334
gene_1449	expression_level	1.3386075458899893	0.564778881536436	2.370144475389048	0.017781135573688336	0.3116728912495673	2.5687001804731167
gene_4760	expression_level	2.315701772603788	0.979081399612887	2.365177985731706	0.018021407688504965	0.6156010762609392	4.528594023025332
gene_6903	expression_level	2.0623719604721384	0.8729431181558354	2.3625502252988375	0.018149681922936988	0.46827480241413116	3.9403847312061213
gene_5141	expression_level	1.6857877557504646	0.71460215885113465	2.3590577426476074	0.01832140469222384	0.37913559209914327	3.2196379716170833
gene_92	expression_level	-4.59209342115798	1.9546697919783473	-2.3492936965635822	0.01880906407796633	-9.471283043892925	-1.394662101653267
gene_2	expression_level	-1.2297748898482073	0.5241901430212437	-2.3460473383956186	0.01897369749420579	-2.3587957017767582	-0.26710218949069825
gene_2480	expression_level	1.8134456374816945	0.7733481063607406	2.3449280118050537	0.01903075360538939	0.4055571270002248	3.4872731213467607
gene_4417	expression_level	-5.317904601807739	2.2731716331793796	-2.3394206245525915	0.019313675156583065	-10.851509968801398	-1.706532827176819
gene_5327	expression_level	1.5322953449217795	0.6553825562612182	2.3380166748152615	0.019386383150607717	0.3620827578449121	2.9863067394845815
gene_3751	expression_level	1.484269992531247	0.6355926733945053	2.3352534644621006	0.019530183632450238	0.2906089901314166	2.811542422981018
gene_860	expression_level	2.219930851985861	0.9544613626774846	2.3258467432965984	0.020026727991376145	0.4757104890080332	4.2774360218961265
gene_1872	expression_level	-1.7188835307466033	0.7409547716373303	-2.319822473034741	0.02035048284938566	-3.3046540989459072	-0.35998110484541074
gene_4276	expression_level	3.890265614292573	1.678028994985697	2.3183542274403504	0.02043007752062049	0.8300167969229951	7.51809739425109
gene_858	expression_level	-2.1878219383710356	0.9444179724692465	-2.316582278343161	0.020526497657840762	-4.302561051659009	-0.5417587076417248
gene_1060	expression_level	1.4118094897238922	0.6094833627719966	2.3164036558813175	0.02053623933452055	0.3035192341084705	2.737573529102065
gene_3214	expression_level	-1.1670723729815902	0.5038666953667709	-2.316232415663162	0.020545582184909556	-2.223676477478675	-0.2242435996473647
gene_2378	expression_level	1.427892353697417	0.617479202852887	2.3124541638005724	0.02075266846500356	0.2856006544610297	2.740267534923422
gene_3607	expression_level	1.4739033084989517	0.6376283907970572	2.311539651891162	0.02080306560555839	0.3010856031565615	2.8424931181174706
gene_130	expression_level	-1.4080156486661255	0.6094910694834365	-2.310149761274541	0.020879864304386476	-2.7441961882072605	-0.3058297877353736
gene_4413	expression_level	-3.281716398391321	1.4207009424975148	-2.309927656289326	0.020892159633147195	-6.999644386567806	-1.1150189901801952
gene_803	expression_level	-2.5902569459202844	1.1260377706708626	-2.300328650944879	0.021429607663656775	-5.043255644214919	-0.6021390967974547
gene_4099	expression_level	1.6752838144779656	0.7283025398943875	2.300258097027784	0.02143360213421387	0.314684539915901	3.2085242632587416
gene_2923	expression_level	1.6169776199099535	0.7037741199894647	2.2975803940249455	0.021585682590168527	0.3492228039065111	3.1511085948402418
gene_6775	expression_level	1.9222869958587694	0.8366875119289172	2.2974969369712333	0.02159043760046604	0.49750026793398683	3.8294873373728806
gene_6040	expression_level	-1.5528136474892646	0.6781746243039306	-2.28969588634056	0.022038952051079357	-2.9946876932457362	-0.29662394069716796
gene_3191	expression_level	-2.0976695659169557	0.9166249321367285	-2.2884709900123648	0.022110107642533915	-4.168483410134291	-0.5402475268806255
gene_1746	expression_level	1.3950106790307588	0.6104551037690534	2.2851978309587815	0.022301230335608692	0.28086876587641135	2.722140643622898
gene_3148	expression_level	-1.667381492734745	0.7301128598311649	-2.283731166056052	0.022387335236571427	-3.248619011711739	-0.3401397671479187
gene_5232	expression_level	2.32876865665145	1.0208326810416675	2.2812442233678802	0.022533999212618325	0.4515221671233526	4.517157949520736
gene_5696	expression_level	2.5598253940263813	1.123595012537385	2.278245600472714	0.022711948786165323	0.5897440430302882	4.999618698940835
gene_6211	expression_level	2.823116574986655	1.2396502244755043	2.2773493032529517	0.022765374931980536	0.6417167749999525	5.578142530050994
gene_5360	expression_level	1.4632041574665713	0.6429727982603098	2.2756859410313464	0.022864813411354473	0.29709353096550906	2.850626991147097
gene_6221	expression_level	1.6601108877605342	0.7305127315773005	2.272528343450051	0.023054618081506766	0.34160644224235487	3.2677013831693773
gene_226	expression_level	-3.699508502687957	1.6284860645920283	-2.2717471049497533	0.023101789318243676	-7.303067629181251	-0.8268308711103262
gene_2564	expression_level	2.1662685031748357	0.9541575032037457	2.270346872399181	0.023186545220246477	0.4745928998626283	4.288967723641325
gene_123	expression_level	-1.2698634784195744	0.5596406333780883	-2.2690694754497316	0.023264101276799586	-2.4827755169341583	-0.28545837472877955
gene_3603	expression_level	-1.8151374786572585	0.8004653362022478	-2.2676028511978448	0.023353423753555924	-3.5577540984101876	-0.37485840466124365
gene_195	expression_level	1.6160697738749208	0.7135066275913716	2.2649681325741673	0.023514635153912455	0.3491711907590471	3.1822842655949826
gene_2600	expression_level	1.7625810436695561	0.7792985363148545	2.261753309591015	0.023712649032351263	0.3277165812072724	3.43455804916927
gene_1866	expression_level	-2.620502135857247	1.1602332441841896	-2.258599422997775	0.023908313747441498	-5.4090048371454	-0.69987572519974806
